API/UWI,Operator Alias (Legacy),Well/Lease Name,Well Number,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,Measured Depth (TD),Spud Date,First Prod Date,Last Prod Date,Months Produced,Cum Gas,Daily Gas,Cum Oil,Daily Oil,Latest Oil,Latest Gas,Cum Water,Cum BOE,DI Subplay,First Month Oil,First Month Gas,First 6 Oil,DI Basin,First 6 Gas,First 6 BOE,First 6 Water,DI Play,Prac IP Oil Daily,Prac IP BOE,Prac IP Gas Daily,Prac IP CFGED,Latest Water,Prior 12 Oil,Prior 12 Gas,Last Test Date,Prior 12 Water,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Gas Gatherer,Oil Gatherer,Lease Number,Gross Perforated Interval,True Vertical Depth,Field,State,District,AAPG Geologic Province,Section,Country,Township,Range,Surface Latitude (WGS84),Abstract,Surface Longitude (WGS84),Block,OCS Area,PGC Area,Operator (Reported),Survey,Entity ID,Last 12 Oil,Last 12 Gas,Last 12 Water,Other No.
42167305920000,MAGNUM PRODUCING & OPERATING CO.,"WILSON, B. LOBIT",1,GALVESTON (TX),"ANDRAU,UPPER",OIL,INACTIVE,V,10855.00000,1977-10-26,1977-12-01,1983-12-01,48,213156.0000,,60389.0000,,1,,0.0000,95915.0000,,91,363.0000,12748.0000,GULF COAST CENTRAL,76454.0000,25490.0000,0.0000,,127.0000,245.0000,711.0000,1471032.0000,0,15,1565,2000-06-01,0,,,,,3530.00,,0.0000,,30444.0000,5,4629.0000,7,9222.0000,5,55.0000,5,10802.00000,10816.00000,,33.600000,1977-12-21,1,1,,"GULFMARK ENERGY, INC.",11706,14.00,,LEAGUE CITY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.4664872,19,-95.1090934,LOT 6,,P-330,MAGNUM PRODUCING & OPERATING CO.,"PERRY, J F & E",395388,1.0000,,0.0000,0
42287300470000,"MAGNUM PRODUCING, LP","SCHAUTSCHICK, ALBERT ET AL UNIT",1,LEE (TX),AUSTIN CHALK-3,OIL,INACTIVE,V,7943.00000,,1976-12-01,2015-02-01,455,83506.0000,,121568.0000,,6,,0.0000,135486.0000,GIDDINGS,2443,1349.0000,10690.0000,GULF COAST CENTRAL,5902.0000,11674.0000,0.0000,EAGLEBINE,52.0000,57.0000,29.0000,339871.0000,0,222,,2020-01-01,0,,,550.00,,690.00,,1810.8000,,2662.0000,33,2443.0000,1,2668.0000,1,16.0000,1,7754.00000,7767.00000,,35.000000,1976-11-16,1,2,,ENTERPRISE CRUDE OIL LLC,11367,13.00,,GIDDINGS,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,30.1124267,83,-97.0018192,,,P-330,"MAGNUM PRODUCING, LP","DELAPLAIN, A C",395052,162.0000,,0.0000,0
42285305520000,"MAGNUM PRODUCING, LP",PLOW REALTY COMPANY,,LAVACA (TX),WILCOX 8200,OIL,ACTIVE,V,8500.00000,,1976-12-01,2020-12-01,524,1299246.0000,2,329138.0000,37,1040,,0.0000,545679.0000,EAGLE FORD DRY,20,,584.0000,GULF COAST WEST,76827.0000,13389.0000,0.0000,EAGLEFORD,3.0000,41.0000,231.0000,246613.0000,0,14028,790,,0,,,86110.00,54.5560,3950.00,18329.7300,11.6000,,27661.0000,3,1424.0000,450,4758.0000,4,29.0000,4,8140.00000,8150.00000,,40.000000,1976-01-13,1,2,,"GULFMARK ENERGY, INC.",11349,10.00,,"SHERIDAN, S. W.",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.4264349,258,-96.6537857,,,P-330,"MAGNUM PRODUCING, LP","JOHNSTON, W H H",395034,13564.0000,740.0000,0.0000,0
42071304060000,MAGNUM PRODUCING & OPERATING CO.,"FROST, V. W. ET AL",1,CHAMBERS (TX),8600,OIL,INACTIVE,V,13018.00000,,1975-12-01,1995-10-01,216,142981.0000,,172951.0000,,28,,0.0000,196781.0000,,2159,1511.0000,15671.0000,GULF COAST CENTRAL,14876.0000,18150.0000,0.0000,,89.0000,99.0000,62.0000,594355.0000,0,166,59,,0,,,700.00,,830.00,,1428.6000,,4713.0000,19,4713.0000,19,5499.0000,19,33.0000,19,,8584.00000,,40.000000,1975-11-15,1,1,LEASE USE ONLY,"SUN COMPANY, INC. (R&M)",11063,,,SEABREEZE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,97,USA,,,29.7383222,157,-94.3880264,,,P-330,MAGNUM PRODUCING & OPERATING CO.,HT&B RR CO,394757,65.0000,,0.0000,0
42071304120000,MAGNUM PRODUCING & OPERATING CO.,"GARTH, J. W. ET AL",1,CHAMBERS (TX),F-1,OIL,INACTIVE,V,8765.00000,,1975-11-01,1996-03-01,238,123362.0000,,194449.0000,,78,,0.0000,215009.0000,,694,482.0000,7502.0000,GULF COAST CENTRAL,5207.0000,8370.0000,0.0000,,25.0000,28.0000,17.0000,168645.0000,0,2575,306,,0,,,690.00,,630.00,,1441.0000,,1343.0000,15,1935.0000,15,2159.0000,15,13.0000,15,,8274.00000,,38.000000,1975-11-10,1,1,,"SUN COMPANY, INC. (R&M)",11042,,,"OYSTER BAYOU, N.",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,120,USA,,,29.7075061,579,-94.4911799,,,P-330,MAGNUM PRODUCING & OPERATING CO.,HT&B RR CO,394736,767.0000,,0.0000,0
42039305790000,MAGNUM PRODUCING & OPERATING COMPANY,"HOGG, IMA, PLANTATION",,BRAZORIA (TX),,OIL,INACTIVE,V,6900.00000,,1975-05-01,1994-05-01,219,54.0000,,106309.0000,,32,1.0000,0.0000,106318.0000,,123,,6645.0000,GULF COAST CENTRAL,0.0000,6645.0000,0.0000,,30.0000,30.0000,0.0000,177871.0000,0,1985,12,,0,,,,7.5400,0.00,132625.0000,0.0000,32000.0000,1.0000,65,2785.0000,8,2785.0000,8,17.0000,8,3561.00000,5766.00000,,30.000000,1975-01-19,1,3,,"GENESIS CRUDE OIL, L.P.",10951,2205.00,,WEST COLUMBIA,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.1637587,133,-95.6395960,,,P-330,MAGNUM ENGINEERING COMPANY,"VARNER, M",394647,1061.0000,8.0000,0.0000,0
42015301320000,MAGNUM PRODUCING & OPERATING CO.,"WINTERBOTHAM, JOHN M.",,AUSTIN (TX),"MOUDRY A-1, S.",OIL,INACTIVE,V,10816.00000,1990-08-20,1974-02-01,1999-07-01,127,343377.0000,,84042.0000,,17,43.0000,0.0000,141272.0000,,102,201.0000,3233.0000,GULF COAST CENTRAL,5869.0000,4211.0000,0.0000,EAGLEBINE,53.0000,69.0000,96.0000,414467.0000,0,1903,12790,2007-03-01,0,,,,24909.0910,4090.00,40.1460,0.0000,395.3000,11450.0000,20,1695.0000,10,3152.0000,20,19.0000,20,10096.00000,10380.00000,,40.700000,1980-07-20,1,1,TXU FUEL COMPANY,SCURLOCK PERMIAN LLC,10632,284.00,,NELSONVILLE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.9652409,4,-96.3495977,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"AUSTIN, S F",394332,77.0000,1918.0000,0.0000,0
42089302830000,MAGNUM PRODUCING & OPERATING CO.,"MASSEY, HOLLIS",1 U,COLORADO (TX),8000-B SAND,OIL,INACTIVE,V,14125.00000,,1974-03-01,1974-04-01,2,8812.0000,,601.0000,,233,3261.0000,0.0000,2070.0000,,368,5551.0000,,GULF COAST CENTRAL,,,,EAGLEBINE,8.0000,26.0000,109.0000,155300.0000,0,,,1996-06-01,,,,14000.00,14662.2300,14660.00,68.2020,71.5000,71.5000,5551.0000,1,368.0000,1,1293.0000,1,8.0000,1,,7992.00000,,34.900000,1973-11-24,1,1,LAVACA PIPE LINE COMPANY,"GENESIS CRUDE OIL, L.P.",10595,,,"ROCK ISL., W.",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.5133481,456,-96.6064282,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"POTTER, L J",394296,601.0000,8812.0000,0.0000,0
42291301820000,MAGNUM PRODUCING & OPERATING COMPANY,"DEERING, J. A. -G- O/A",,LIBERTY (TX),5000 SAND,OIL,INACTIVE,V,5124.00000,,1970-12-01,1986-09-01,186,121151.0000,,96147.0000,,2,,0.0000,116339.0000,,727,706.0000,34704.0000,GULF COAST CENTRAL,19820.0000,38007.0000,0.0000,,131.0000,140.0000,59.0000,842419.0000,0,669,38,2014-07-01,0,,,450.00,,1260.00,,2207.9000,,15734.0000,6,8739.0000,6,11361.0000,6,68.0000,6,3878.00000,4724.00000,,32.200000,1970-12-24,1,13,LEASE USE ONLY,SUNOCO PTNRS. MKTG.&TERMINALS LP,09935,846.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,135,USA,,,30.0950282,256,-94.9611211,3,,P-330,MAGNUM ENGINEERING COMPANY,H&TC RR CO,393645,82.0000,,0.0000,1644
42291301740000,MAGNUM PRODUCING & OPERATING COMPANY,"DEERING, J. A. UNIT -G- O/A",2,LIBERTY (TX),5000 SAND,OIL,INACTIVE,V,3848.00000,,1970-11-01,1978-11-01,78,56590.0000,,90137.0000,,14,26.0000,0.0000,99569.0000,,2421,552.0000,26567.0000,GULF COAST CENTRAL,7465.0000,27811.0000,0.0000,,96.0000,97.0000,6.0000,580871.0000,0,117,1386,2013-07-01,0,,,60.00,5469.3880,630.00,182.8360,15882.4000,538.5000,3526.0000,11,6193.0000,7,6467.0000,7,39.0000,7,3475.00000,3784.00000,,32.200000,1970-11-09,1,3,LEASE USE ONLY,SUNOCO PTNRS. MKTG.&TERMINALS LP,09912,309.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,135,USA,,,30.0937859,256,-94.9634949,3,,P-330,MAGNUM ENGINEERING COMPANY,H&TC RR CO,393622,196.0000,1072.0000,0.0000,0
42291301730000,MAGNUM PRODUCING & OPERATING COMPANY,"DEERING, J. A. UNIT K O/A",2,LIBERTY (TX),5000 SAND,OIL,INACTIVE,V,4062.00000,,1970-10-01,1986-09-01,183,60528.0000,,50091.0000,,4,,0.0000,60179.0000,,782,230.0000,9185.0000,GULF COAST CENTRAL,3697.0000,9801.0000,0.0000,,109.0000,114.0000,30.0000,682967.0000,0,614,35,2019-12-15,0,,,280.00,,1210.00,,3631.8000,,6743.0000,7,3265.0000,2,3415.0000,2,20.0000,2,3618.00000,3884.00000,,32.200000,1970-10-25,1,1,LEASE USE ONLY,SUNOCO PTNRS. MKTG.&TERMINALS LP,09907,266.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,135,USA,,,30.0939066,256,-94.9623017,3,,P-330,MAGNUM ENGINEERING COMPANY,H&TC RR CO,393617,60.0000,,0.0000,1644
42291053560000,MAGNUM PRODUCING & OPERATING COMPANY,"DEERING, J. A., TR. -O- O/A",,LIBERTY (TX),5000 SAND,OIL,INACTIVE,D,7300.00000,,1967-05-01,1994-10-01,276,348758.0000,,461847.0000,,54,,0.0000,519973.0000,,224,114.0000,22873.0000,GULF COAST CENTRAL,10788.0000,24671.0000,0.0000,,71.0000,75.0000,27.0000,452333.0000,0,,,2019-12-15,,,,380.00,6.4940,760.00,154000.0000,2653.4000,,11556.0000,73,11124.0000,40,12026.0000,40,72.0000,40,3885.00000,6240.00000,,32.200000,1967-05-30,2,8,LEASE USE ONLY,SUNOCO PTNRS. MKTG.&TERMINALS LP,08738,2355.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,135,USA,,,30.0909463,256,-94.9637558,3,,P-330,MAGNUM ENGINEERING COMPANY,H&TC RR CO,392463,616.0000,4.0000,0.0000,0176
42089004710000,"MAGNUM PRODUCING, LP",POWELL GLAZE,1 C,COLORADO (TX),8000-B SAND,OIL,INACTIVE,D,11455.00000,2005-04-28,1965-12-01,2005-05-01,445,23789.0000,,59737.0000,,1,,0.0000,63702.0000,,235,,2234.0000,GULF COAST CENTRAL,0.0000,2234.0000,0.0000,EAGLEBINE,8.0000,8.0000,0.0000,45484.0000,0,352,,2008-06-14,0,,,0.00,,400.00,,,,686.0000,11,630.0000,30,707.0000,30,4.0000,30,,7963.00000,,33.400000,2006-05-16,1,2,,"PLAINS MARKETING, L.P.",08082,,,"ROCK ISL., W.",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.5135962,456,-96.5991379,,,P-330,"MAGNUM PRODUCING, LP","POTTER, L J",391825,387.0000,,0.0000,0
42089000530000,MAGNUM PRODUCING & OPERATING CO.,"MOEBES, LEONA K.",2 U,COLORADO (TX),11-A,OIL,INACTIVE,V,9667.00000,1997-06-16,1964-03-01,1997-05-01,383,1919352.0000,,175962.0000,,10,181.0000,0.0000,495854.0000,,259,,1498.0000,GULF COAST CENTRAL,0.0000,1498.0000,0.0000,EAGLEBINE,9.0000,9.0000,0.0000,55600.0000,0,2189,9366,2009-05-01,0,,,0.00,8121.3720,10910.00,123.1320,,55.2000,41721.0000,36,1366.0000,70,8320.0000,70,50.0000,70,9239.00000,9586.00000,,39.000000,1962-02-01,1,2,TENNESSEE GAS PIPELINE COMPANY,SCURLOCK PERMIAN CORPORATION,07555,347.00,,COLUMBUS,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.7660204,13,-96.5492914,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"CUMMINS, J",391323,758.0000,6156.0000,0.0000,0
42481010400000,MAGNUM PRODUCING & OPERATING COMPANY,"FELDER, T. J. ET AL",,WHARTON (TX),FRIO 6300,OIL,INACTIVE,V,6480.00000,,1964-01-01,2000-04-01,375,110397.0000,,171301.0000,,4,,666091.0000,189701.0000,,245,,6499.0000,GULF COAST CENTRAL,0.0000,6499.0000,25209.0000,,35.0000,35.0000,0.0000,210000.0000,13,333,,2005-02-01,2233,,,0.00,,640.00,,,,7003.0000,209,1858.0000,44,2217.0000,44,13.0000,44,6289.00000,6317.00000,,30.000000,1962-10-01,1,2,HOUSTON PIPE LINE COMPANY LP,"FLINT HILLS RESOURCES, LP",07514,28.00,,"WHARTON, S",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.2621252,7,-96.0596862,,,P-330,MAGNUM ENGINEERING COMPANY,"BIGGAM, F",391284,63.0000,,211.0000,0
42481010370000,MAGNUM PRODUCING & OPERATING COMPANY,"FELDER, T. J., ET AL",,WHARTON (TX),FELDER,OIL,INACTIVE,V,6463.00000,1961-11-02,1961-12-01,1986-04-01,250,42381.0000,,440335.0000,,32,,0.0000,447399.0000,,3136,,34640.0000,GULF COAST CENTRAL,0.0000,34640.0000,0.0000,,141.0000,141.0000,0.0000,843290.0000,0,3916,,2005-02-01,0,,,0.00,,100.00,,,,1180.0000,8,8027.0000,4,8027.0000,4,48.0000,4,6007.00000,6328.00000,,28.000000,1961-12-09,1,3,,,06688,321.00,,"WHARTON, S",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.2610686,7,-96.0689768,,,P-330,MAGNUM ENGINEERING COMPANY,"BIGGAM, F",390521,4253.0000,,0.0000,0
42291044090000,"MAGNUM PRODUCING, LP","BILL DANIEL ""A""",,LIBERTY (TX),Y-3 SAND,OIL,INACTIVE,V,13977.00000,,1960-03-01,1999-03-01,461,1490272.0000,,1370184.0000,,6,,13699763.0000,1618563.0000,,7573,,78448.0000,GULF COAST CENTRAL,0.0000,78448.0000,784470.0000,,452.0000,452.0000,0.0000,2711600.0000,30,1796,,2005-07-01,16530,,,0.00,,1090.00,,,,33799.0000,8,15810.0000,18,19360.0000,89,116.0000,89,2844.00000,11111.00000,,49.000000,1959-09-24,1,4,,SUNOCO PTNRS. MKTG.&TERMINALS LP,06192,8267.00,,RICH RANCH,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,161,USA,,,29.9841243,235,-94.6733316,5,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,390083,99.0000,,495.0000,0
42481017760000,"MAGNUM PRODUCING, LP","MCINTYRE, WILLIS",,WHARTON (TX),,OIL,INACTIVE,V,7213.00000,1936-05-30,1936-01-01,2005-02-01,563,621958.0000,,1002928.0000,,1,7.0000,34330610.0000,1106588.0000,,9609,,57071.0000,GULF COAST CENTRAL,0.0000,57071.0000,1914975.0000,,324.0000,324.0000,0.0000,1946276.0000,149,1,1057,2009-05-01,149,,,0.00,14160.4940,620.00,70.6190,,142.9000,14995.0000,279,11193.0000,7,11193.0000,7,67.0000,7,5810.00000,6291.00000,,36.100000,1935-07-05,1,5,"MAGNUM PRODUCING, LP",ENTERPRISE CRUDE OIL LLC,02819,481.00,,LOUISE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,25,USA,,,29.0670743,288,-96.3753701,,,P-330,"MAGNUM PRODUCING, LP",M&C,387031,81.0000,1147.0000,12063.0000,7773
42481017850000,"MAGNUM PRODUCING, LP","WEAVER, ISSAC",,WHARTON (TX),,OIL,INACTIVE,V,7250.00000,1962-04-05,1936-01-01,2006-10-01,635,41061.0000,,414506.0000,,16,,0.0000,421350.0000,,803,,14496.0000,GULF COAST CENTRAL,0.0000,14496.0000,0.0000,,21.0000,21.0000,0.0000,124759.0000,0,463,,2014-02-01,0,,,0.00,,100.00,,,,7124.0000,1,5908.0000,12,5908.0000,12,35.0000,12,,6812.00000,,26.400000,1936-12-21,1,5,"MAGNUM PRODUCING, LP",ENTERPRISE CRUDE OIL LLC,02818,,,LOUISE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,22,USA,,,29.0589928,797,-96.3802706,,,P-330,"MAGNUM PRODUCING, LP",M&C,387030,858.0000,,0.0000,0
42481017660000,"MAGNUM PRODUCING, LP","STEWART, W. L.",,WHARTON (TX),GRETTA - DISPOSAL,OIL,INACTIVE,V,7148.00000,1962-01-31,1936-01-01,2020-07-01,572,321612.0000,2,574805.0000,6,41,,0.0000,628407.0000,,8350,,43405.0000,GULF COAST CENTRAL,0.0000,43405.0000,0.0000,,260.0000,260.0000,0.0000,1559793.0000,0,972,,2003-06-26,0,,,0.00,236.0720,560.00,4236.0000,,,12386.0000,24,8410.0000,15,8410.0000,15,50.0000,15,4360.00000,5112.00000,,42.000000,1935-04-10,1,3,"MAGNUM PRODUCING, LP",ENTERPRISE CRUDE OIL LLC,02817,752.00,,LOUISE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,25,USA,,,29.0696031,288,-96.3868011,,,P-330,"MAGNUM PRODUCING, LP",M&C,387029,2118.0000,500.0000,0.0000,0
42481017810000,"MAGNUM PRODUCING, LP","HOUSTON, WALLACE",,WHARTON (TX),,OIL,ACTIVE,V,5155.00000,,1936-01-01,2020-10-01,906,143.0000,,461826.0000,0,10,,0.0000,461850.0000,,1003,,5602.0000,GULF COAST CENTRAL,0.0000,5602.0000,0.0000,,29.0000,29.0000,0.0000,175034.0000,0,122,,,0,,,0.00,,0.00,,,,2.0000,167,5118.0000,20,5118.0000,20,31.0000,20,,5112.00000,,40.000000,1971-09-01,1,3,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",02812,,,LOUISE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,28,USA,,,29.0621816,509,-96.3771250,,,P-330,"MAGNUM PRODUCING, LP",M&C,387025,31.0000,,0.0000,0
42167017960000,MAGNUM PRODUCING & OPERATING CO.,LOBIT -B-,,GALVESTON (TX),,OIL,INACTIVE,V,10427.00000,1939-06-09,1941-01-01,1980-03-01,346,708160.0000,,2092289.0000,,1132,,0.0000,2210316.0000,,11361,,55247.0000,GULF COAST CENTRAL,0.0000,55247.0000,0.0000,,366.0000,366.0000,0.0000,2198571.0000,0,6243,2640,2001-06-01,0,,,0.00,,340.00,,,,33356.0000,121,26678.0000,60,26678.0000,60,160.0000,60,8120.00000,9287.00000,,42.000000,1939-09-03,1,6,,"GULFMARK ENERGY, INC.",02635,1167.00,,LEAGUE CITY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.4662724,19,-95.1155006,,,P-330,MAGNUM PRODUCING & OPERATING CO.,"PERRY, J F & E",386869,6605.0000,,0.0000,0
42071022000000,"MAGNUM PRODUCING, LP",ROBERTS-MUELLER,,CHAMBERS (TX),SALTDOME 3,OIL,ACTIVE,D,12512.00000,1962-04-28,1948-12-01,2020-12-01,839,1626326.0000,,7520262.0000,5,96,,60520289.0000,7791316.0000,,314,,32263.0000,GULF COAST CENTRAL,0.0000,32263.0000,263185.0000,,105.0000,105.0000,0.0000,628258.0000,230,4299,86,2020-04-10,10850,,,0.00,,220.00,,,,31785.0000,289,94064.0000,191,94064.0000,191,564.0000,191,7851.00000,9426.00000,,40.000000,1948-12-10,1,35,,"GULFMARK ENERGY, INC.",02099,1575.00,,HIGH ISLAND,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.5766737,104,-94.4178852,,,P-330,"MAGNUM PRODUCING, LP","GROGAN, HRS J",386399,2194.0000,,5263.0000,0
42291024500000,MAGNUM PRODUCING & OPERATING COMPANY,"WILLIAMS, J. D.",,LIBERTY (TX),5000 SAND,OIL,INACTIVE,D,5364.00000,1997-01-24,1952-01-01,2018-01-01,710,294331.0000,,1829642.0000,,5,,7318447.0000,1878697.0000,,1572,,1572.0000,GULF COAST CENTRAL,0.0000,1572.0000,6288.0000,,708.0000,708.0000,0.0000,4247226.0000,8,,,2019-12-15,,,,,,160.00,,0.0000,,8443.0000,134,21944.0000,25,21944.0000,25,132.0000,25,857.00000,5005.00000,,40.000000,1925-07-20,1,13,,"GULFMARK ENERGY, INC.",01177,4148.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,123,USA,,,30.1168270,262,-94.9877556,3,,P-330,MAGNUM ENGINEERING COMPANY,H&TC RR CO,385752,49.0000,,75.0000,6923
42291024740000,MAGNUM PRODUCING & OPERATING COMPANY,"MILLER, R. H. FEE NCT-1",,LIBERTY (TX),5000 SAND,OIL,INACTIVE,V,5108.00000,,1954-01-01,2005-02-01,403,109712.0000,,323238.0000,,29,,1293322.0000,341523.0000,,509,,9610.0000,GULF COAST CENTRAL,0.0000,9610.0000,38440.0000,,12.0000,12.0000,0.0000,72000.0000,121,339,,2019-12-15,1419,,,0.00,,340.00,,,,2963.0000,97,4310.0000,52,4310.0000,52,26.0000,52,3840.00000,3930.00000,,30.800000,1954-12-08,1,3,LEASE USE ONLY,SUNOCO PTNRS. MKTG.&TERMINALS LP,01175,90.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,1172,USA,,,30.1140020,678,-94.9734883,,,P-330,MAGNUM ENGINEERING COMPANY,"COPELAND, C",385750,409.0000,,1714.0000,8890
42291025150000,MAGNUM PRODUCING & OPERATING COMPANY,"DEERING, J. A. TR. -N- O/A",,LIBERTY (TX),5000 SAND,OIL,INACTIVE,D,8347.00000,1992-11-16,1952-01-01,2020-03-01,794,980793.0000,,1813059.0000,1,69,,20083118.0000,1976525.0000,,2928,,21178.0000,GULF COAST CENTRAL,0.0000,21178.0000,228357.0000,,111.0000,111.0000,0.0000,664966.0000,1623,1785,,2019-12-15,41998,,,0.00,,540.00,,,,50094.0000,311,21728.0000,105,21728.0000,105,130.0000,105,4012.00000,7028.00000,,32.800000,1960-07-30,2,13,"MAGNUM PRODUCING, LP",SUNOCO PTNRS. MKTG.&TERMINALS LP,01173,3016.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,135,USA,,,30.0855976,256,-94.9751806,3,,P-330,MAGNUM ENGINEERING COMPANY,H&TC RR CO,385748,651.0000,,15315.0000,0176
42291024810000,MAGNUM PRODUCING & OPERATING COMPANY,"BALDWIN, R. B. -C- O/A",,LIBERTY (TX),5000 SAND,OIL,INACTIVE,D,5365.00000,,1956-01-01,2010-01-01,586,182139.0000,,586632.0000,,8,,2396471.0000,616989.0000,,3096,,19986.0000,GULF COAST CENTRAL,0.0000,19986.0000,79944.0000,,100.0000,100.0000,0.0000,599379.0000,57,,,2019-12-15,,,,0.00,,310.00,,,,9253.0000,116,7524.0000,8,7524.0000,8,45.0000,8,3028.00000,4300.00000,,36.000000,1956-06-05,1,8,LEASE USE ONLY,SUNOCO PTNRS. MKTG.&TERMINALS LP,01172,1272.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,30.1102449,45,-94.9703798,,,P-330,MAGNUM ENGINEERING COMPANY,"HAGGERTY, T J",385747,214.0000,,1526.0000,8890
42291024790000,MAGNUM PRODUCING & OPERATING COMPANY,"BALDWIN, R. B. -B- O/A",1,LIBERTY (TX),5000 SAND,OIL,ACTIVE,V,4834.00000,,1955-06-01,2020-12-01,772,105749.0000,,391748.0000,6,189,,1401635.0000,409373.0000,,1022,,10244.0000,GULF COAST CENTRAL,0.0000,10244.0000,33008.0000,,86.0000,86.0000,0.0000,513097.0000,588,1965,,2019-12-15,6118,,,0.00,,270.00,,,,2220.0000,49,3271.0000,188,3641.0000,188,22.0000,188,3732.00000,3810.00000,,40.000000,1970-10-24,1,2,,"GULFMARK ENERGY, INC.",01171,78.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,30.1135217,45,-94.9716669,,,P-330,MAGNUM ENGINEERING COMPANY,"HAGGERTY, T J",385746,2416.0000,,7521.0000,8890
42291025050000,MAGNUM PRODUCING & OPERATING COMPANY,"DEERING, J. A., TR. -N- O/A",,LIBERTY (TX),,OIL,INACTIVE,V,3168.00000,,1956-01-01,2007-03-01,285,47049.0000,,231296.0000,,15,,0.0000,239138.0000,,1985,,11163.0000,GULF COAST CENTRAL,0.0000,11163.0000,0.0000,,64.0000,64.0000,0.0000,385655.0000,0,19,,2012-07-01,0,,,0.00,,200.00,,,,1770.0000,72,2491.0000,94,2491.0000,94,15.0000,94,2746.00000,2810.00000,,39.000000,1949-01-01,1,5,HOUSTON PIPE LINE COMPANY LP,SUNOCO PTNRS. MKTG.&TERMINALS LP,01153,64.00,,"DAYTON, NORTH",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,135,USA,,,30.0896341,256,-94.9694543,3,,P-330,MAGNUM ENGINEERING COMPANY,H&TC RR CO,385729,15.0000,,0.0000,0176
42025302710000,"MAGNUM PRODUCING, LP","MCKINNEY, J. E.",1,BEE (TX),WILCOX 7650,OIL,INACTIVE,V,10130.00000,1988-04-23,1997-01-01,2014-10-01,213,50851.0000,,19855.0000,,1,13.0000,13395.0000,28330.0000,EAGLE FORD DRY,102,520.0000,2048.0000,GULF COAST WEST,4187.0000,2746.0000,1452.0000,EAGLEFORD,16.0000,18.0000,17.0000,110000.0000,3,146,16,2016-09-01,599,,,1060.00,1408.7590,2560.00,709.8450,939.7000,76.9000,3328.0000,127,1158.0000,127,1713.0000,127,10.0000,127,7651.00000,7662.00000,,40.300000,1974-05-14,1,1,"DCP OPERATING COMPANY, LP",ENTERPRISE CRUDE OIL LLC,08247,11.00,,"PETTUS, S. E.",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.6135224,279,-97.7732757,,,P-330,"MAGNUM PRODUCING, LP","RANDOLPH, L C",384618,137.0000,193.0000,466.0000,0
